"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT4G19200",0.00131618851941687,0.270342013955088,0.319,0.173,1,"6","AT4G19200"
"AT1G809201",0.00132193264287257,0.267046974466944,0.333,0.187,1,"6","AT1G80920"
"AT2G233201",0.00136717322811164,0.331901323578824,0.551,0.376,1,"6","AT2G23320"
"AT1G335901",0.00280563808941657,0.387597867701231,0.696,0.549,1,"6","AT1G33590"
"AT3G154501",0.00596035516513109,0.473989383590716,0.551,0.44,1,"6","AT3G15450"
"AT1G04110",1.3406692599864e-158,1.78430142766966,0.83,0.013,1.65076605982125e-154,"7","AT1G04110"
"AT1G76540",4.23386207221557e-158,1.1900156007766,0.774,0.009,5.21315436951904e-154,"7","AT1G76540"
"AT4G23800",1.54852744249069e-143,1.55191253465426,0.849,0.02,1.90670183993879e-139,"7","AT4G23800"
"AT5G23400",4.30580769351408e-139,1.54213379996561,0.698,0.009,5.30174101302389e-135,"7","AT5G23400"
"AT3G23890",1.7930462666971e-113,1.0782497593382,0.774,0.026,2.20777786818414e-109,"7","AT3G23890"
"AT5G15190",6.65547816628193e-103,0.89677615692807,0.585,0.012,8.19489026614294e-99,"7","AT5G15190"
"AT1G20930",1.37646294450893e-100,0.94324434120238,0.642,0.018,1.69483882357385e-96,"7","AT1G20930"
"AT1G53140",6.89994549169646e-83,0.529893275967494,0.434,0.006,8.49590288392585e-79,"7","AT1G53140"
"AT4G05190",1.23102636096766e-82,0.703496787904502,0.547,0.016,1.51576275825947e-78,"7","AT4G05190"
"AT2G27970",1.51017224314862e-74,0.596581583987989,0.453,0.011,1.85947508298889e-70,"7","AT2G27970"
"AT5G55520",1.49296169222512e-69,0.511034248716178,0.377,0.006,1.83828373163679e-65,"7","AT5G55520"
"AT1G51410",1.53308861645213e-68,0.477680585570144,0.321,0.003,1.88769201343751e-64,"7","AT1G51410"
"AT1G51405",1.02670453502124e-65,1.21010548883305,0.736,0.059,1.26418129397165e-61,"7","AT1G51405"
"AT1G06660",5.41341925803973e-63,0.41925730532935,0.283,0.002,6.66554313242432e-59,"7","AT1G06660"
"AT5G17160",1.94669869368993e-62,0.379318750423161,0.264,0.001,2.39697010154041e-58,"7","AT5G17160"
"AT1G72670",9.11661347871349e-60,0.550370318859854,0.453,0.018,1.12252861763399e-55,"7","AT1G72670"
"AT1G02730",6.76865258672406e-59,1.0622451563368,0.547,0.032,8.33424193003334e-55,"7","AT1G02730"
"AT3G19590",4.11444111216915e-58,0.45037785093579,0.34,0.007,5.06611134141387e-54,"7","AT3G19590"
"AT3G44050",6.90008806820457e-57,0.571046491880852,0.415,0.015,8.49607843838029e-53,"7","AT3G44050"
"AT1G048201",3.23406889111692e-56,1.74166827915699,0.962,0.174,3.98210902563226e-52,"7","AT1G04820"
"AT3G23730",5.27288124159018e-56,0.888313209398351,0.604,0.045,6.49249867276999e-52,"7","AT3G23730"
"AT4G26660",6.08218996904693e-56,0.489371982551654,0.34,0.008,7.48900050888749e-52,"7","AT4G26660"
"AT3G60840",7.71638075005597e-56,0.372909610424969,0.283,0.004,9.50117961754391e-52,"7","AT3G60840"
"AT4G32830",1.62281732242251e-55,0.602878822449199,0.415,0.016,1.99817496909883e-51,"7","AT4G32830"
"AT4G01730",6.79773873594654e-54,0.507205776657297,0.34,0.009,8.37005570557097e-50,"7","AT4G01730"
"AT1G02690",7.39411195092176e-54,0.503387437310902,0.358,0.011,9.10437004516997e-50,"7","AT1G02690"
"AT3G241402",1.14850019653676e-52,1.23515695527154,0.792,0.099,1.41414829199571e-48,"7","AT3G24140"
"AT3G22880",1.1591498117602e-52,0.555432411916115,0.377,0.013,1.42726116322033e-48,"7","AT3G22880"
"AT3G20150",4.73182387720149e-52,0.392389752217559,0.302,0.006,5.82629473999819e-48,"7","AT3G20150"
"AT4G21270",7.53643243760517e-52,0.444013945420929,0.358,0.012,9.27960926042325e-48,"7","AT4G21270"
"AT5G51600",1.98723964836882e-51,0.333034584423136,0.264,0.004,2.44688817903652e-47,"7","AT5G51600"
"AT4G13370",1.98723964836882e-51,0.333034584423136,0.264,0.004,2.44688817903652e-47,"7","AT4G13370"
"AT3G51670",1.32589422548093e-50,1.13929693986403,0.792,0.105,1.63257355983467e-46,"7","AT3G51670"
"AT3G54180",2.70597163140449e-50,0.393668170591766,0.283,0.005,3.33186286974835e-46,"7","AT3G54180"
"AT5G27550",2.76203174890875e-50,0.483008077036792,0.358,0.012,3.40088969243135e-46,"7","AT5G27550"
"AT3G15550",1.18065915029814e-49,0.429203264656023,0.321,0.009,1.4537456117621e-45,"7","AT3G15550"
"AT5G23910",1.49092341783188e-49,0.388561280158678,0.321,0.009,1.83577400437639e-45,"7","AT5G23910"
"AT1G500101",2.56194215192563e-47,1.63648399034801,0.887,0.171,3.15451937166603e-43,"7","AT1G50010"
"AT2G29550",3.37744002437646e-47,0.872629317456034,0.679,0.076,4.15864190201474e-43,"7","AT2G29550"
"AT5G60930",9.06306167171808e-47,0.631347002148666,0.415,0.022,1.11593478363865e-42,"7","AT5G60930"
"AT4G14960",2.24897673166258e-46,1.11994689381817,0.792,0.12,2.76916504969614e-42,"7","AT4G14960"
"AT1G28290",3.7625830180089e-45,0.541554171576583,0.396,0.02,4.63286847007436e-41,"7","AT1G28290"
"AT4G22860",1.75413771603515e-43,0.402667086658028,0.302,0.01,2.15986976975408e-39,"7","AT4G22860"
"AT1G59540",2.18783656190518e-43,0.346741104464051,0.283,0.008,2.69388315867385e-39,"7","AT1G59540"
"AT3G19050",2.79744942442821e-41,0.515904937688391,0.321,0.013,3.44449947629845e-37,"7","AT3G19050"
"AT2G14890",1.17101808895112e-40,0.912950153533451,0.698,0.098,1.44187457292551e-36,"7","AT2G14890"
"AT5G11510",1.39461202889268e-40,0.453518534896154,0.358,0.019,1.71718579117556e-36,"7","AT5G11510"
"AT4G14330",6.97537663621426e-39,0.420309475779794,0.302,0.012,8.58878125217062e-35,"7","AT4G14330"
"AT5G62550",9.93930994730965e-38,0.346741104464051,0.264,0.009,1.22382723381224e-33,"7","AT5G62550"
"AT5G67270",9.93930994730965e-38,0.346741104464051,0.264,0.009,1.22382723381224e-33,"7","AT5G67270"
"AT2G25880",9.93930994730965e-38,0.346741104464051,0.264,0.009,1.22382723381224e-33,"7","AT2G25880"
"AT2G36200",2.38483145403413e-37,0.495797364239816,0.396,0.028,2.93644296935223e-33,"7","AT2G36200"
"AT3G23670",5.80485054990732e-37,0.500798045298182,0.377,0.025,7.14751248210088e-33,"7","AT3G23670"
"AT4G15802",4.33578083434704e-36,0.878649181984385,0.679,0.104,5.33864694133151e-32,"7","AT4G15802"
"AT1G50490",1.85547691757211e-35,0.602656098397674,0.434,0.037,2.28464872860654e-31,"7","AT1G50490"
"AT2G45970",2.50773236432532e-34,0.47818688318576,0.377,0.028,3.08777086019376e-30,"7","AT2G45970"
"AT4G14150",5.35341685300139e-34,0.340382808403685,0.283,0.013,6.59166217110061e-30,"7","AT4G14150"
"AT1G128451",2.05095561338901e-33,0.83025393019044,0.679,0.112,2.52534164676589e-29,"7","AT1G12845"
"AT4G38740",3.34412042198945e-32,0.64057322181478,0.472,0.051,4.11761547559561e-28,"7","AT4G38740"
"AT4G08950",1.0582496394954e-31,0.748107674604793,0.528,0.069,1.30302278111068e-27,"7","AT4G08950"
"AT1G03780",1.99816114336355e-30,0.374609834776082,0.264,0.013,2.46033581582354e-26,"7","AT1G03780"
"AT1G20090",6.548426055418e-30,0.373348186212171,0.302,0.02,8.06307700203618e-26,"7","AT1G20090"
"AT5G627001",1.18697476718615e-29,1.05502268075947,0.868,0.245,1.46152203083631e-25,"7","AT5G62700"
"AT1G16920",1.95048026083997e-29,0.524278549908656,0.509,0.065,2.40162634517226e-25,"7","AT1G16920"
"AT3G17640",4.39809563884236e-29,0.410211831472081,0.302,0.02,5.41537516010659e-25,"7","AT3G17640"
"AT2G36880",4.74930133171922e-28,0.528253509184562,0.453,0.054,5.84781472974588e-24,"7","AT2G36880"
"AT1G53170",1.64809958226477e-27,0.719276422223845,0.642,0.119,2.02930501564261e-23,"7","AT1G53170"
"AT1G68400",2.83788015775678e-27,0.642604467094872,0.566,0.092,3.49428183824592e-23,"7","AT1G68400"
"AT3G57600",4.12173690653728e-27,0.652053993597768,0.434,0.052,5.07509465301935e-23,"7","AT3G57600"
"AT1G563401",9.1796078247147e-27,0.701256577763552,0.66,0.127,1.13028511145712e-22,"7","AT1G56340"
"AT5G18700",1.10093987146726e-25,0.35511402746092,0.264,0.018,1.35558726373764e-21,"7","AT5G18700"
"AT1G118501",2.25589432914422e-25,1.17536132893385,0.774,0.201,2.77768268747528e-21,"7","AT1G11850"
"AT2G33400",1.62641628195074e-24,0.546555010216442,0.453,0.063,2.00260636796594e-20,"7","AT2G33400"
"AT4G139402",1.53431618694334e-23,1.00916760427274,0.943,0.369,1.88920352098333e-19,"7","AT4G13940"
"AT3G24503",3.1382800058372e-22,0.595411040280052,0.509,0.091,3.86416417118734e-18,"7","AT3G24503"
"AT4G24610",8.13607752019737e-22,0.32523626464982,0.264,0.022,1.0017952250619e-17,"7","AT4G24610"
"AT5G57410",8.71520691450147e-22,0.305118769827678,0.264,0.022,1.07310342738257e-17,"7","AT5G57410"
"AT1G15570",2.43342224151053e-21,0.377874209459398,0.358,0.045,2.99627280597192e-17,"7","AT1G15570"
"AT5G38480",7.20187981215883e-21,0.494701969968776,0.491,0.086,8.86767461271117e-17,"7","AT5G38480"
"AT5G09810",8.08205037166351e-19,0.838376536546953,0.83,0.314,9.95142862262928e-15,"7","AT5G09810"
"AT3G472951",1.70449541793516e-18,0.990756611233128,0.849,0.363,2.09874520810357e-14,"7","AT3G47295"
"AT5G62690",2.21353715706327e-18,0.643241257539489,0.679,0.195,2.72552830149201e-14,"7","AT5G62690"
"AT4G39900",1.84920328198424e-17,0.379441944124845,0.358,0.055,2.27692400110719e-13,"7","AT4G39900"
"AT1G02500",4.2142695751046e-17,0.62960608840913,0.679,0.202,5.18903012782629e-13,"7","AT1G02500"
"AT4G40030",4.2286976880422e-17,0.498233802674536,0.415,0.078,5.20679546328636e-13,"7","AT4G40030"
"AT5G44340",1.38447677908728e-16,0.669354688011529,0.679,0.212,1.70470625809017e-12,"7","AT5G44340"
"AT5G64130",1.98739858578342e-16,0.652615618902317,0.679,0.217,2.44708387867512e-12,"7","AT5G64130"
"AT5G05080",2.54232607168154e-16,0.408753522343369,0.358,0.06,3.13036609206148e-12,"7","AT5G05080"
"AT5G42080",2.84429141163586e-16,0.514119423796016,0.491,0.112,3.50217601514724e-12,"7","AT5G42080"
"AT4G27440",3.09826306867939e-16,0.393011543979316,0.358,0.06,3.81489131646493e-12,"7","AT4G27440"
"AT4G140401",1.42186211337475e-15,0.545955510918022,0.472,0.107,1.75073882019833e-11,"7","AT4G14040"
"AT5G16250",3.94033287774936e-15,0.419802911504615,0.321,0.051,4.85173187237278e-11,"7","AT5G16250"
"AT2G47170",4.7734195208157e-15,0.533845828640027,0.566,0.156,5.87751145598037e-11,"7","AT2G47170"
"AT1G01300",5.02133727281059e-15,0.283911456961723,0.264,0.035,6.18277258401168e-11,"7","AT1G01300"
"AT1G56170",6.67063220268729e-15,0.367348872136825,0.34,0.058,8.21354943116886e-11,"7","AT1G56170"
"AT5G66320",8.11824512837482e-15,0.306524004387649,0.264,0.036,9.99599522656792e-11,"7","AT5G66320"
"AT3G61600",1.28419095398764e-14,0.411168075276669,0.34,0.061,1.58122432164498e-10,"7","AT3G61600"
"AT1G092101",1.63593212612488e-14,0.470948473734671,0.472,0.111,2.01432322689757e-10,"7","AT1G09210"
"AT1G10590",2.46975914978488e-14,0.522924542262681,0.566,0.162,3.04101444113012e-10,"7","AT1G10590"
"AT5G664401",5.53941957686465e-14,0.504015465251917,0.396,0.086,6.82068732499344e-10,"7","AT5G66440"
"AT2G216602",7.06994702302229e-14,0.46606660573964,0.472,0.113,8.70522576944734e-10,"7","AT2G21660"
"AT1G32210",1.06061817042225e-13,0.349859833289801,0.34,0.063,1.30593915324091e-09,"7","AT1G32210"
"AT2G278601",1.78909057862875e-13,0.515328537286295,0.566,0.171,2.20290722946558e-09,"7","AT2G27860"
"AT1G535001",2.58583316594603e-13,0.408509235835418,0.453,0.111,3.18393637722935e-09,"7","AT1G53500"
"AT4G21150",2.61012307974976e-13,0.358943633808287,0.358,0.072,3.21384454809588e-09,"7","AT4G21150"
"AT3G02720",2.99191798709651e-13,0.281436850796018,0.264,0.04,3.68394861751193e-09,"7","AT3G02720"
"AT1G10290",5.0301010895657e-13,0.439306839324999,0.434,0.107,6.19356347158224e-09,"7","AT1G10290"
"AT1G082001",5.40866757720887e-13,0.615269604892766,0.717,0.279,6.65969238781728e-09,"7","AT1G08200"
"AT1G66400",6.30870517348485e-13,0.417698407290078,0.434,0.106,7.76790868011189e-09,"7","AT1G66400"
"AT5G37770",7.05977435792378e-13,0.52542055506675,0.491,0.135,8.69270016691156e-09,"7","AT5G37770"
"AT1G54580",7.40132037373313e-13,0.369485996168813,0.396,0.089,9.1132457761776e-09,"7","AT1G54580"
"AT2G01850",7.58395235397579e-13,0.461422000706354,0.396,0.091,9.33812053345039e-09,"7","AT2G01850"
"AT5G10840",8.63234751143913e-13,0.332320917952116,0.283,0.048,1.0629009490835e-08,"7","AT5G10840"
"AT5G179201",1.47842517108212e-12,0.620829130234667,0.792,0.345,1.82038491315342e-08,"7","AT5G17920"
"AT5G603903",1.66894244854743e-12,0.603191882108816,0.849,0.37,2.05496883689645e-08,"7","AT5G60390"
"AT3G47080",1.96425084129535e-12,0.336651546732885,0.34,0.069,2.41858206088697e-08,"7","AT3G47080"
"AT1G187402",4.87146912985542e-12,0.517147116493585,0.717,0.265,5.99823993959098e-08,"7","AT1G18740"
"AT1G780401",5.60591215397813e-12,0.62513249742469,0.698,0.298,6.90255963519326e-08,"7","AT1G78040"
"AT1G13060",7.38047758391996e-12,0.334017801234829,0.377,0.086,9.08758204908065e-08,"7","AT1G13060"
"AT1G70490",1.57854206484173e-11,0.520274963848731,0.623,0.232,1.94365884443963e-07,"7","AT1G70490"
"AT1G11260",1.6599563860542e-11,0.773983466923902,0.887,0.506,2.04390429814854e-07,"7","AT1G11260"
"AT2G450701",3.65670132217263e-11,0.480593044556361,0.604,0.211,4.50249633799116e-07,"7","AT2G45070"
"AT2G42780",3.80130775815094e-11,0.351066604619795,0.302,0.062,4.68055024261125e-07,"7","AT2G42780"
"AT4G24840",4.36880784259583e-11,0.289275523465472,0.264,0.048,5.37931309658825e-07,"7","AT4G24840"
"AT3G05020",8.13609892946543e-11,0.415543125693577,0.377,0.098,1.00179786118508e-06,"7","AT3G05020"
"AT2G464002",1.05432303609802e-10,0.364276418960815,0.321,0.071,1.29818795434749e-06,"7","AT2G46400"
"AT5G46290",1.20179909893356e-10,0.327120908994763,0.34,0.079,1.4797752305169e-06,"7","AT5G46290"
"AT3G548201",1.2696325621541e-10,0.379862371066736,0.415,0.114,1.56329857378035e-06,"7","AT3G54820"
"AT5G53300",1.39684910044131e-10,0.506608853224425,0.774,0.368,1.71994029737338e-06,"7","AT5G53300"
"AT4G351001",1.56967495786389e-10,0.533961230395149,0.509,0.165,1.93274077561781e-06,"7","AT4G35100"
"AT1G54630",1.64364992282663e-10,0.39111246568801,0.377,0.099,2.02382614997643e-06,"7","AT1G54630"
"AT3G08580",1.66124290825638e-10,0.49796219820423,0.736,0.314,2.04548839293608e-06,"7","AT3G08580"
"AT5G05170",1.66929911241516e-10,0.379350867767321,0.472,0.143,2.05540799711678e-06,"7","AT5G05170"
"AT4G04890",1.91369416708343e-10,0.457707762486575,0.415,0.121,2.35633162792983e-06,"7","AT4G04890"
"AT5G20020",2.00933792009134e-10,0.519116168542151,0.66,0.276,2.47409778100847e-06,"7","AT5G20020"
"AT5G50000",2.73373727731919e-10,0.284385027118401,0.264,0.052,3.36605070956311e-06,"7","AT5G50000"
"AT1G24360",3.21021935162515e-10,0.367140150057017,0.358,0.091,3.95274308765605e-06,"7","AT1G24360"
"AT5G52920",4.82522702877649e-10,0.341584497219614,0.396,0.109,5.94130204053249e-06,"7","AT5G52920"
"AT5G19690",6.91089608169623e-10,0.384165285132537,0.377,0.102,8.50938634539257e-06,"7","AT5G19690"
"AT3G067002",7.10076674133984e-10,0.455958718393876,0.528,0.184,8.74317408861175e-06,"7","AT3G06700"
"AT1G01730",7.32605754803487e-10,0.451345866432019,0.491,0.162,9.02057465889533e-06,"7","AT1G01730"
"AT2G21160",8.64380996390421e-10,0.325803980522772,0.358,0.094,1.06431232085553e-05,"7","AT2G21160"
"AT3G07100",1.78803569221913e-09,0.278841286064061,0.302,0.07,2.20160834782941e-05,"7","AT3G07100"
"AT4G34500",2.06035341702223e-09,0.278295127654026,0.264,0.056,2.53691316237947e-05,"7","AT4G34500"
"AT5G20010",2.61918102569494e-09,0.54516607448744,0.774,0.44,3.22499759693818e-05,"7","AT5G20010"
"AT5G48480",2.68739106272234e-09,0.440674996475468,0.509,0.184,3.30898461553002e-05,"7","AT5G48480"
"AT3G18780",3.0947086248248e-09,0.46681370901766,0.434,0.147,3.81051472974678e-05,"7","AT3G18780"
"AT1G56150",3.11309137940587e-09,0.341926843770169,0.34,0.089,3.83314941546245e-05,"7","AT1G56150"
"AT3G036801",3.2227166733069e-09,0.43057163254906,0.396,0.119,3.96813103984279e-05,"7","AT3G03680"
"AT4G27657",4.5954198244567e-09,0.278190953171831,0.302,0.072,5.65834042985353e-05,"7","AT4G27657"
"AT2G34250",5.11127372908011e-09,0.370244921236235,0.509,0.183,6.29351134261634e-05,"7","AT2G34250"
"AT5G641401",5.14644838030446e-09,0.324311375407939,0.415,0.126,6.33682189066888e-05,"7","AT5G64140"
"AT3G60600",5.46494411093657e-09,0.351716822915335,0.434,0.138,6.7289856837962e-05,"7","AT3G60600"
"AT2G03680",8.41940936954634e-09,0.338732495106881,0.321,0.086,0.000103668187567224,"7","AT2G03680"
"AT3G59970",1.13030461098784e-08,0.336373222232959,0.321,0.086,0.000139174406750933,"7","AT3G59970"
"AT3G25150",1.36171537640209e-08,0.301998342279375,0.283,0.07,0.000167668014296389,"7","AT3G25150"
"AT5G15650",1.53725690680856e-08,0.422648766307764,0.66,0.294,0.000189282442935338,"7","AT5G15650"
"AT1G156901",1.54362386831081e-08,0.419503661652623,0.679,0.307,0.00019006640690511,"7","AT1G15690"
"AT1G12000",1.56778776317951e-08,0.293940361859494,0.321,0.086,0.000193041707280293,"7","AT1G12000"
"AT5G477002",1.59386277153143e-08,0.393367264335406,0.491,0.177,0.000196252323058666,"7","AT5G47700"
"AT4G39050",1.63571159992613e-08,0.309319790429765,0.302,0.078,0.000201405169298904,"7","AT4G39050"
"AT2G35630",2.0817627795305e-08,0.375739614214942,0.34,0.1,0.000256327451043591,"7","AT2G35630"
"AT1G70770",3.03431467698641e-08,0.269812226031128,0.264,0.063,0.000373615166177336,"7","AT1G70770"
"AT5G05010",3.53001054996533e-08,0.39407375941685,0.453,0.163,0.000434650199017231,"7","AT5G05010"
"AT3G048401",4.67098569652729e-08,0.393700550321339,0.377,0.121,0.000575138468813405,"7","AT3G04840"
"AT1G10670",6.08081360243974e-08,0.335089342962601,0.434,0.151,0.000748730578868405,"7","AT1G10670"
"AT1G29470",6.11611522971444e-08,0.259795530373514,0.302,0.081,0.000753077268234739,"7","AT1G29470"
"AT1G299301",7.9380692824923e-08,0.378828057455062,0.547,0.222,0.000977414470753276,"7","AT1G29930"
"AT5G19780",8.87095904388897e-08,0.289241025323673,0.321,0.093,0.00109228118707405,"7","AT5G19780"
"AT4G338652",8.99780347817654e-08,0.400966978326399,0.566,0.235,0.00110789954226788,"7","AT4G33865"
"AT3G12587",9.27466212136056e-08,0.260978552203551,0.302,0.083,0.00114198914700313,"7","AT3G12587"
"AT4G01850",9.91657160112712e-08,0.404961511446358,0.528,0.218,0.00122102746124678,"7","AT4G01850"
"AT5G39080",1.06056815459311e-07,0.289241025323673,0.302,0.083,0.0013058775687505,"7","AT5G39080"
"AT3G044002",1.08095336445758e-07,0.345042816992025,0.623,0.265,0.00133097787765662,"7","AT3G04400"
"AT1G16240",1.14725520402047e-07,0.250608015133976,0.283,0.075,0.00141261533271041,"7","AT1G16240"
"AT1G04410",1.21778567010694e-07,0.357243270597552,0.34,0.105,0.00149945949560268,"7","AT1G04410"
"AT5G021601",1.31099402976217e-07,0.301231722511536,0.321,0.094,0.00161422694884616,"7","AT5G02160"
"AT4G15780",1.38437408204292e-07,0.316473664795255,0.358,0.115,0.00170457980721944,"7","AT4G15780"
"AT3G489302",1.39621187972329e-07,0.32083226340015,0.434,0.154,0.00171915568750328,"7","AT3G48930"
"AT3G19820",1.40417102542031e-07,0.345042816992025,0.415,0.145,0.00172895578360003,"7","AT3G19820"
"AT4G400401",1.41421004053476e-07,0.419043398435802,0.528,0.216,0.00174131682291045,"7","AT4G40040"
"AT5G10960",1.52482255787716e-07,0.291236373296231,0.283,0.078,0.00187751401551415,"7","AT5G10960"
"AT1G59900",1.83821861270549e-07,0.310672711901609,0.34,0.105,0.00226339857782427,"7","AT1G59900"
"AT1G48410",1.8896466887618e-07,0.279240758596279,0.358,0.114,0.00232672196787241,"7","AT1G48410"
"AT5G23430",2.00989508438683e-07,0.293940361859494,0.302,0.087,0.00247478381740551,"7","AT5G23430"
"AT5G025002",2.04954313414508e-07,0.582481386943136,0.811,0.555,0.00252360246107284,"7","AT5G02500"
"AT1G07940",2.16997375569378e-07,0.307328182246202,0.358,0.116,0.00267188868538576,"7","AT1G07940"
"AT4G05050",2.29875153046475e-07,0.524617988468057,0.906,0.61,0.00283045275946125,"7","AT4G05050"
"AT3G17390",3.59808536791167e-07,0.350120671301882,0.302,0.092,0.00443032251350964,"7","AT3G17390"
"AT2G344802",3.89498459570315e-07,0.35271118269042,0.472,0.187,0.00479589453268928,"7","AT2G34480"
"AT3G602452",4.4221800957422e-07,0.459078060238055,0.604,0.289,0.00544503035188737,"7","AT3G60245"
"AT3G098201",4.46034454747173e-07,0.315357459678925,0.396,0.142,0.00549202224130194,"7","AT3G09820"
"AT5G08670",4.47824124410592e-07,0.310042621274429,0.472,0.184,0.00551405844386762,"7","AT5G08670"
"AT5G39570",4.7566793409291e-07,0.343582599214645,0.415,0.155,0.005856899272486,"7","AT5G39570"
"AT3G10720",4.84171814125398e-07,0.421010019404535,0.434,0.172,0.00596160754732602,"7","AT3G10720"
"AT5G64350",5.54648492288682e-07,0.320777008898386,0.453,0.176,0.00682938688555054,"7","AT5G64350"
"AT5G53560",6.84546464319129e-07,0.269950322617898,0.302,0.092,0.00842882061516143,"7","AT5G53560"
"AT1G299201",7.40949839636818e-07,0.363325443841245,0.396,0.145,0.00912331537544814,"7","AT1G29920"
"AT5G420201",7.74802804333736e-07,0.332275520918147,0.453,0.18,0.00954014692976129,"7","AT5G42020"
"AT4G37830",8.33585774673116e-07,0.313254559612379,0.453,0.178,0.0102639416435501,"7","AT4G37830"
"AT4G290202",1.16628848118347e-06,0.338225132806398,0.623,0.288,0.014360510068812,"7","AT4G29020"
"AT3G09980",1.16782126805439e-06,0.250131169966558,0.321,0.102,0.0143793832735537,"7","AT3G09980"
"AT2G42500",1.20776831906957e-06,0.250131169966558,0.321,0.102,0.0148712513127036,"7","AT2G42500"
"AT5G13450",1.22456477479149e-06,0.307203303317653,0.321,0.106,0.0150780660720076,"7","AT5G13450"
"AT5G14040",1.36813248960003e-06,0.25389492893383,0.283,0.085,0.0168458153444452,"7","AT5G14040"
"AT2G402052",1.40715116658118e-06,0.339642829249435,0.623,0.292,0.017326252314114,"7","AT2G40205"
"AT5G67070",1.53536737416442e-06,0.275831680297908,0.283,0.086,0.0189049784780865,"7","AT5G67070"
"AT1G23490",1.61822804856825e-06,0.278998959376591,0.434,0.168,0.0199252419620208,"7","AT1G23490"
"AT4G32410",2.0937148213481e-06,0.291122141138058,0.34,0.119,0.0257799105952592,"7","AT4G32410"
"AT1G766001",2.81713542180088e-06,0.463577958827465,0.906,0.725,0.0346873884486342,"7","AT1G76600"
"AT5G08690",3.14678648237037e-06,0.25389492893383,0.283,0.089,0.0387463819574263,"7","AT5G08690"
"AT5G24610",3.73477942276015e-06,0.286960384552241,0.358,0.132,0.0459863390324458,"7","AT5G24610"
"AT1G326401",4.51160829850636e-06,0.337322221845577,0.434,0.181,0.0555514329795088,"7","AT1G32640"
"AT4G38920",4.78112200804421e-06,0.261756495086186,0.283,0.091,0.0588699552850483,"7","AT4G38920"
"AT2G40060",5.32154108002302e-06,0.305350286323544,0.377,0.145,0.0655241353183234,"7","AT2G40060"
"AT3G10860",5.43245823040441e-06,0.272912855419673,0.302,0.102,0.0668898581909695,"7","AT3G10860"
"AT2G215801",5.61550006858141e-06,0.32509322764778,0.396,0.158,0.0691436523444429,"7","AT2G21580"
"AT3G46620",5.71660306672906e-06,0.333101144747987,0.358,0.137,0.0703885335606349,"7","AT3G46620"
"AT3G22960",7.41131642989449e-06,0.289569481093593,0.377,0.149,0.0912555392012909,"7","AT3G22960"
"AT1G027802",9.12123878454373e-06,0.374492728153112,0.585,0.299,0.112309813154087,"7","AT1G02780"
"AT3G228402",9.4925856324827e-06,0.363596042180384,0.585,0.268,0.116882206892759,"7","AT3G22840"
"AT5G551201",1.04852040733816e-05,0.327120908994763,0.396,0.161,0.129104317755548,"7","AT5G55120"
"AT1G800801",1.0617010628113e-05,0.319471992942473,0.509,0.242,0.130727251863956,"7","AT1G80080"
"AT2G476101",1.26976194886957e-05,0.27190811236181,0.377,0.151,0.15634578876431,"7","AT2G47610"
"AT2G24790",1.37365926394278e-05,0.286149127938457,0.302,0.108,0.169138665169275,"7","AT2G24790"
"AT5G61790",1.49258165024242e-05,0.292764091887371,0.264,0.088,0.183781578594349,"7","AT5G61790"
"AT3G046301",1.71873179748087e-05,0.28620281061315,0.547,0.265,0.211627446223819,"7","AT3G04630"
"AT3G537402",1.71882147442057e-05,0.2980951354804,0.396,0.168,0.211638488145405,"7","AT3G53740"
"AT5G484852",2.03407051662251e-05,0.277999516980619,0.321,0.119,0.25045510271173,"7","AT5G48485"
"AT1G418802",2.12043144959009e-05,0.31212819451929,0.377,0.157,0.261088724388027,"7","AT1G41880"
"AT5G11170",2.29173164769236e-05,0.308877659818869,0.396,0.173,0.282180917780361,"7","AT5G11170"
"AT5G19290",2.38037554024852e-05,0.26172451656396,0.34,0.13,0.2930956402708,"7","AT5G19290"
"AT4G001002",2.44446920864873e-05,0.289813296271633,0.472,0.215,0.300987493660919,"7","AT4G00100"
"AT4G14270",2.45880847541913e-05,0.266432982295659,0.377,0.155,0.302753087578357,"7","AT4G14270"
"AT4G112801",2.49009038787467e-05,0.30485174515373,0.396,0.17,0.306604829459009,"7","AT4G11280"
"AT1G232901",2.49121322733606e-05,0.285837227593303,0.34,0.135,0.306743084681889,"7","AT1G23290"
"AT1G80040",2.56737520509861e-05,0.272912855419673,0.283,0.102,0.316120909003792,"7","AT1G80040"
"AT3G15730",2.61596361754589e-05,0.295412049267425,0.509,0.249,0.322103600228425,"7","AT3G15730"
"AT3G440101",3.00075156119331e-05,0.29459765746432,0.377,0.16,0.369482539729732,"7","AT3G44010"
"AT3G12120",3.39117137227078e-05,0.262844186810994,0.34,0.135,0.417554931067701,"7","AT3G12120"
"AT3G525902",3.69914396259174e-05,0.35768324333593,0.547,0.292,0.455475596113921,"7","AT3G52590"
"AT5G20950",3.87668880451705e-05,0.320947141374562,0.321,0.13,0.477336692500185,"7","AT5G20950"
"AT2G428402",4.92527461814295e-05,0.403936506045594,0.472,0.225,0.606449063731941,"7","AT2G42840"
"AT1G674301",5.28362507778405e-05,0.275150199396767,0.491,0.234,0.65057275582755,"7","AT1G67430"
